Creditability,Acc_Bal_bin,Pay_Status_bin,Value_SavStock_bin,Length_Emp_bin,S&M_Status_bin,No_of_Credits_bin,Co_Credits_bin,Purpose_bin,Telephone_bin,Instalment_bin,Apartment_bin,Most_Val_Asset_bin,Duration_Credit,Credit_Amount,Age_bin
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,a. Own house / land,30,2150,a < 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,36,2820,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,48,3060,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,18,2600,b. >= 25 yr
0,c. some balance,a. some problem,b. >= 100 DM,b. [1-4) years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,21,5003,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,60,6288,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,2538,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,9,1478,a < 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,39,4933,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,18,1530,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,a. Own house / land,9,1437,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,15,1275,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1823,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,9,1422,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,18,1217,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,36,9271,a < 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,36,2145,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,1842,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,a. Own house / land,18,4297,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,d. >= 35,a. owner-occ / free,c. No assets,6,3384,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1245,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,15,4623,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,30,8386,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,24,1024,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,36,14318,b. >= 25 yr
0,b. no balance,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,6,433,a < 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,12,2149,b. >= 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,2397,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,6,931,b. >= 25 yr
0,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,15,1512,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,c. No assets,24,4241,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,24,4736,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,c. No assets,15,1778,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,15,2327,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,6872,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,795,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,30,1908,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,36,1953,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,c. No assets,18,2864,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,21,2319,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,915,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,24,947,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1381,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,24,1285,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,c. No assets,24,1371,b. >= 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1042,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,900,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,1207,a < 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,18,2278,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,a. Own house / land,60,6836,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,3345,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,6,1198,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,48,15672,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,60,7297,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,18,1943,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,18,3190,a < 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,9,5129,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,18,1808,a < 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,a. Own house / land,10,1240,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,12,759,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,c. No assets,8,1237,a < 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,9,1980,a < 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,d. >= 35,b. rented flat,a. Own house / land,48,10961,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,6887,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1938,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,c. No assets,21,1835,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,1659,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,6,1209,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,48,3844,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,12,4843,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,639,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,48,5951,a < 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,3804,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,4463,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,36,7980,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,36,4210,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,6,4611,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,24,11560,a < 25 yr
0,c. some balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,18,4165,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,4057,b. >= 25 yr
0,c. some balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,a. Own house / land,18,6458,b. >= 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,12,1386,b. >= 25 yr
0,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,a. Own house / land,36,1977,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,c. No assets,18,1928,b. >= 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,12,1123,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,11328,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,11938,b. >= 25 yr
0,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,27,2520,a < 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,a. Own house / land,30,1919,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,60,14782,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,36,2671,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,a. Own house / land,36,12612,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,45,3031,a < 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,626,a < 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,24,1935,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,24,1344,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1533,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,48,3931,b. >= 25 yr
0,a. no account,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,24,3349,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,36,2302,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,42,3965,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,a. Own house / land,12,727,b. >= 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,48,3914,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,48,4308,a < 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,d. >= 35,a. owner-occ / free,c. No assets,12,1534,a < 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,18,2775,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,b. rented flat,a. Own house / land,40,5998,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,15,1271,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,12,1295,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,36,9398,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,12,951,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,1355,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,48,3051,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,36,7855,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,c. No assets,18,433,a < 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,36,9572,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,24,1837,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,30,4249,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,30,5234,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,48,6758,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,9,1366,a < 25 yr
0,a. no account,a. some problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,24,1358,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,2473,b. >= 25 yr
0,c. some balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,9,1337,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,48,7763,b. >= 25 yr
